,msla,msla (orig),trend,msla (detrend)
1998-09-30,3.299999999999997,7.2,-3.6454914979857875,6.945491497985785
1998-10-31,5.383333333333326,8.9,-3.5900647680599036,8.97339810139323
1998-11-30,4.058333333333323,9.9,-3.5346380381340197,7.592971371467343
1998-12-31,5.341666666666669,11.4,-3.4792113082081215,8.82087797487479
1999-01-31,1.0416666666666714,9.1,-3.4237845782822376,4.465451244948909
1999-02-28,-2.7250000000000085,2.4,-3.3683578483563537,0.6433578483563451
1999-03-31,0.3166666666666629,4.7,-3.3129311184304697,3.6295977850971326
1999-04-30,1.00833333333334,5.3,-3.257504388504586,4.265837721837926
1999-05-31,0.3916666666666657,5.6,-3.202077658578702,3.5937443252453676
1999-06-30,-2.791666666666657,2.2,-3.1466509286528037,0.3549842619861465
1999-07-31,-2.6666666666666714,2.3,-3.09122419872692,0.4245575320602484
1999-08-31,0.9749999999999943,5.3,-3.035797468801036,4.01079746880103
1999-09-30,1.7000000000000028,5.6,-2.980370738875152,4.680370738875155
1999-10-31,7.783333333333331,11.3,-2.924944008949268,10.7082773422826
1999-11-30,13.758333333333326,19.6,-2.869517279023384,16.62785061235671
1999-12-31,11.141666666666666,17.2,-2.814090549097486,13.955757215764152
2000-01-31,6.441666666666663,14.5,-2.758663819171602,9.200330485838265
2000-02-29,2.875,8.0,-2.703237089245718,5.578237089245718
2000-03-31,5.11666666666666,9.5,-2.647810359319834,7.764477025986494
2000-04-30,2.6083333333333343,6.9,-2.59238362939395,5.2007169627272845
2000-05-31,4.49166666666666,9.7,-2.5369568994680662,7.028623566134726
2000-06-30,6.408333333333331,11.4,-2.481530169542168,8.8898635028755
2000-07-31,4.933333333333337,9.9,-2.426103439616284,7.359436772949621
2000-08-31,1.6749999999999972,6.0,-2.3706767096904002,4.045676709690397
2000-09-30,-2.0999999999999943,1.8,-2.3152499797645163,0.21524997976452198
2000-10-31,5.083333333333329,8.6,-2.2598232498386324,7.343156583171961
2000-11-30,8.658333333333317,14.5,-2.2043965199127484,10.862729853246066
2000-12-31,13.541666666666671,19.6,-2.1489697899868645,15.690636456653536
2001-01-31,6.141666666666666,14.2,-2.0935430600609664,8.235209726727632
2001-02-28,3.875,9.0,-2.0381163301350824,5.913116330135082
2001-03-31,-0.38333333333333997,4.0,-1.9826896002091985,1.5993562668758585
2001-04-30,2.308333333333337,6.6,-1.9272628702833146,4.235596203616652
2001-05-31,1.1916666666666629,6.4,-1.8718361403574306,3.0635028070240935
2001-06-30,3.50833333333334,8.5,-1.8164094104315467,5.324742743764887
2001-07-31,-0.9666666666666686,4.0,-1.7609826805056485,0.79431601383898
2001-08-31,-3.125,1.2,-1.7055559505797646,-1.4194440494202354
2001-09-30,0.20000000000000284,4.1,-1.6501292206538807,1.8501292206538835
2001-10-31,-1.6166666666666742,1.9,-1.5947024907279967,-0.0219641759386775
2001-11-30,-0.5416666666666714,5.3,-1.5392757608021128,0.9976090941354414
2001-12-31,-7.358333333333334,-1.3,-1.4838490308762289,-5.874484302457105
2002-01-31,-3.25833333333334,4.8,-1.4284223009503307,-1.8299110323830092
2002-02-28,-2.825000000000003,2.3,-1.3729955710244468,-1.452004428975556
2002-03-31,-8.083333333333343,-3.7,-1.3175688410985629,-6.76576449223478
2002-04-30,-7.291666666666671,-3.0,-1.262142111172679,-6.0295245554939925
2002-05-31,-11.50833333333334,-6.3,-1.206715381246795,-10.301617952086545
2002-06-30,-8.391666666666666,-3.4,-1.151288651320911,-7.240378015345755
2002-07-31,-8.066666666666663,-3.1,-1.095861921395013,-6.97080474527165
2002-08-31,-7.224999999999994,-2.9,-1.040435191469129,-6.184564808530865
2002-09-30,-13.299999999999997,-9.4,-0.9850084615432451,-12.314991538456752
2002-10-31,-18.516666666666673,-15.0,-0.9295817316173611,-17.58708493504931
2002-11-30,-15.541666666666671,-9.7,-0.8741550016914772,-14.667511664975194
2002-12-31,-16.45833333333333,-10.4,-0.8187282717655933,-15.639605061567735
2003-01-31,-10.958333333333329,-2.9,-0.7633015418396951,-10.195031791493633
2003-02-28,-4.125,1.0,-0.7078748119138112,-3.417125188086189
2003-03-31,0.01666666666666572,4.4,-0.6524480819879273,0.669114748654593
2003-04-30,0.40833333333333144,4.7,-0.5970213520620433,1.0053546853953748
2003-05-31,-1.6083333333333343,3.6,-0.5415946221361594,-1.066738711197175
2003-06-30,-4.891666666666666,0.1,-0.48616789221027545,-4.40549877445639
2003-07-31,-2.566666666666663,2.4,-0.4307411622843773,-2.1359255043822856
2003-08-31,-0.5250000000000057,3.8,-0.3753144323584934,-0.1496855676415123
2003-09-30,-2.200000000000003,1.7,-0.31988770243260944,-1.8801122975673934
2003-10-31,-7.916666666666671,-4.4,-0.2644609725067255,-7.652205694159946
2003-11-30,-11.841666666666683,-6.0,-0.20903424258084158,-11.632632424085841
2003-12-31,-9.958333333333329,-3.9,-0.15360751265495765,-9.804725820678371
2004-01-31,-10.358333333333334,-2.3,-0.0981807827290595,-10.260152550604275
2004-02-29,0.9749999999999943,6.1,-0.04275405280317557,1.0177540528031699
2004-03-31,0.7166666666666544,5.1,0.012672677122708365,0.703993989543946
2004-04-30,-4.99166666666666,-0.7,0.0680994070485923,-5.059766073715252
2004-05-31,-2.00833333333334,3.2,0.12352613697447623,-2.131859470307816
2004-06-30,-1.5916666666666686,3.4,0.17895286690036016,-1.7706195335670287
2004-07-31,-2.4666666666666686,2.5,0.2343795968262583,-2.701046263492927
2004-08-31,-1.5250000000000057,2.8,0.28980632675214224,-1.814806326752148
2004-09-30,-2.0,1.9,0.3452330566780262,-2.345233056678026
2004-10-31,-1.1166666666666742,2.4,0.4006597866039101,-1.5173264532705844
2004-11-30,-2.941666666666677,2.9,0.45608651652979404,-3.397753183196471
2004-12-31,-5.958333333333329,0.1,0.511513246455678,-6.469846579789007
2005-01-31,-3.25833333333334,4.8,0.5669399763815619,-3.825273309714902
2005-02-28,-6.125,-1.0,0.62236670630746,-6.74736670630746
2005-03-31,-8.483333333333334,-4.1,0.677793436233344,-9.161126769566678
2005-04-30,-4.191666666666663,0.1,0.7332201661592279,-4.924886832825891
2005-05-31,-2.7083333333333286,2.5,0.7886468960851118,-3.4969802294184404
2005-06-30,1.6083333333333343,6.6,0.8440736260109958,0.7642597073223385
2005-07-31,1.4333333333333371,6.4,0.8995003559368797,0.5338329773964574
2005-08-31,-2.325000000000003,2.0,0.9549270858627779,-3.2799270858627807
2005-09-30,-2.5999999999999943,1.3,1.0103538157886618,-3.610353815788656
2005-10-31,-0.11666666666667425,3.4,1.0657805457145457,-1.18244721238122
2005-11-30,-3.2416666666666742,2.6,1.1212072756404297,-4.362873942307104
2005-12-31,-2.2583333333333258,3.8,1.1766340055663136,-3.4349673388996393
2006-01-31,3.74166666666666,11.8,1.2320607354921975,2.5096059311744625
2006-02-28,5.974999999999994,11.1,1.2874874654180957,4.687512534581899
2006-03-31,2.7166666666666544,7.1,1.3429141953439796,1.3737524713226748
2006-04-30,2.1083333333333343,6.4,1.3983409252698635,0.7099924080634707
2006-05-31,-3.808333333333337,1.4,1.4537676551957475,-5.262100988529085
2006-06-30,-5.99166666666666,-1.0,1.5091943851216314,-7.500861051788291
2006-07-31,-7.466666666666669,-2.5,1.5646211150475153,-9.031287781714184
2006-08-31,-7.125,-2.8,1.6200478449734135,-8.745047844973413
